pluie_moyenne,besoin_eau,superficie,mois_semis,sol_type,type_irrigation,type_engrais,saison,categorie_culture,sol_inadapte,deficit_hydrique,_rendement_reel
696.3317690683539,500,1.2256956180888217,6,Deck-Dior,Aucune,Organique,Hivernage,Légumineuse,0,0,1618.4411950535073
478.1238643232065,500,3.056770506204365,6,Sablonneux,Aucune,Mixte,Hivernage,Légumineuse,0,1,1005.4286815380447
522.1511535004274,500,0.5,5,Deck-Dior,Aucune,Aucun,Hivernage,Légumineuse,0,0,1290.9037958892782
384.0497538990958,500,4.1330372995348155,7,Latéritique,Aucune,Minéral NPK,Hivernage,Légumineuse,1,1,663.5064758031303
370.5690063878994,500,0.5,5,Deck,Aucune,Minéral NPK,Hivernage,Légumineuse,0,1,835.8127123450324
671.8788733591297,500,1.2337363487698807,6,Latéritique,Aucune,Minéral NPK,Hivernage,Légumineuse,1,0,793.7594664960297
753.4360042856234,500,0.6731844499089459,6,Dior,Aucune,Aucun,Hivernage,Légumineuse,0,0,1072.9607730428343
539.1984817629499,500,0.5852330233343586,6,Deck-Dior,Aucune,Minéral NPK,Hivernage,Légumineuse,0,0,1234.2817388572948
700.5299346838036,500,4.173109452103723,5,Deck,Gravitaire,Aucun,Hivernage,Légumineuse,0,0,1808.0860488607696
604.2454037571451,500,1.1340996077277377,6,Deck-Dior,Aucune,Organique,Hivernage,Légumineuse,0,0,1179.2802550938168
453.2320368092314,500,2.1753794419296604,6,Deck-Dior,Aucune,Minéral NPK,Hivernage,Légumineuse,0,1,887.4329262017773
604.2093408262621,500,1.5879812205369161,7,Sablonneux,Aucune,Aucun,Hivernage,Légumineuse,0,0,1360.0476884618051
780.7054849698955,500,2.41483910519751,6,Dior,Aucune,Minéral Urée,Hivernage,Légumineuse,0,0,998.0848014859401
544.6260941335073,500,1.753225988377083,6,Deck-Dior,Gravitaire,Aucun,Hivernage,Légumineuse,0,0,1274.3573677910167
784.6965483721009,500,0.5907314410321188,7,Latéritique,Aucune,Minéral Urée,Hivernage,Légumineuse,1,0,848.5771059253262
200.0,500,3.6583544978208344,6,Latéritique,Aspersion,Organique,Hivernage,Légumineuse,1,0,1163.5498715032302
673.2853756562836,500,1.1107047607814131,7,Sablonneux,Goutte-à-goutte,Aucun,Hivernage,Légumineuse,0,0,1548.3639697564583
563.0570602357257,500,0.5,6,Dior,Aucune,Aucun,Hivernage,Légumineuse,0,0,1244.6985256528587
505.14889743011986,500,1.17058997192514,7,Dior,Aucune,Mixte,Hivernage,Légumineuse,0,0,1699.6856692794763
563.7641164803254,500,5.477275646304147,5,Latéritique,Aucune,Aucun,Hivernage,Légumineuse,1,0,890.4297177963736
251.8646628098661,500,3.2549515595489473,6,Deck,Gravitaire,Aucun,Hivernage,Légumineuse,0,0,1483.557027507919
517.0492168243732,500,1.2474210904239296,6,Sablonneux,Aucune,Organique,Hivernage,Légumineuse,0,0,1014.6049905401516
603.5668857267619,500,1.2468169162410918,6,Sablonneux,Aucune,Minéral NPK,Hivernage,Légumineuse,0,0,1570.7825378621574
771.6841067112274,500,1.2746759112266253,6,Latéritique,Aucune,Organique,Hivernage,Légumineuse,1,0,704.7152289763632
472.2594672589529,500,8.683271745424559,6,Latéritique,Aucune,Aucun,Hivernage,Légumineuse,1,1,510.12984024330217
428.72595956602186,500,2.2379233540546464,5,Deck,Aucune,Aucun,Hivernage,Légumineuse,0,1,668.0900223192699
474.7364434623195,500,2.3257284871127664,5,Deck,Aucune,Aucun,Hivernage,Légumineuse,0,1,994.253215260549
687.3103176553111,500,3.7592774193371237,6,Dior,Goutte-à-goutte,Aucun,Hivernage,Légumineuse,0,0,1431.3828131096302
599.3126664489527,500,1.9957727670021093,6,Sablonneux,Goutte-à-goutte,Organique,Hivernage,Légumineuse,0,0,1136.684253687497
470.53596943494415,500,1.3401295432313585,7,Sablonneux,Aspersion,Minéral NPK,Hivernage,Légumineuse,0,0,1834.3221968419195
626.9901149670034,500,1.4090562030529041,6,Latéritique,Aucune,Aucun,Hivernage,Légumineuse,1,0,905.4392019503739
564.5616324022061,500,1.5569347624702423,7,Dior,Aucune,Organique,Hivernage,Légumineuse,0,0,1501.2055103074542
695.2967485799334,500,1.6003497686993249,6,Sablonneux,Aucune,Organique,Hivernage,Légumineuse,0,0,1093.8985680110306
444.69203591839715,500,2.9508806018533584,6,Dior,Aucune,Mixte,Hivernage,Légumineuse,0,1,768.7368903276256
500.8506780103348,500,1.718680265218469,5,Dior,Aucune,Mixte,Hivernage,Légumineuse,0,0,1885.8429268806071
491.1837770301764,500,2.962732729250411,6,Latéritique,Aucune,Minéral Urée,Hivernage,Légumineuse,1,1,399.62673783398634
330.4727577801822,500,1.5456224908646912,6,Dior,Aucune,Aucun,Hivernage,Légumineuse,0,1,672.8952123171916
594.4180415596865,500,1.755771132678094,5,Deck,Gravitaire,Aucun,Hivernage,Légumineuse,0,0,1384.3539751296253
589.1582908269834,500,0.5,6,Deck,Aucune,Organique,Hivernage,Légumineuse,0,0,1187.4659784059806
550.7670184963691,500,3.4317218755936887,7,Deck-Dior,Aucune,Aucun,Hivernage,Légumineuse,0,0,1324.0496022733803
514.811929993728,500,2.1753526312694436,6,Latéritique,Aucune,Organique,Hivernage,Légumineuse,1,0,753.8620804319152
337.6943886924379,500,3.6634601166811596,6,Deck-Dior,Aucune,Minéral NPK,Hivernage,Légumineuse,0,1,897.5684129957868
486.90320158519614,500,0.5,6,Deck,Aucune,Minéral Urée,Hivernage,Légumineuse,0,1,718.4588018814661
498.59282252098456,500,8.764414915910113,6,Deck-Dior,Gravitaire,Minéral Urée,Hivernage,Légumineuse,0,0,1472.313158824058
429.6584096167572,500,1.4745137839892604,6,Latéritique,Aspersion,Organique,Hivernage,Légumineuse,1,0,1022.7914688158378
525.8071432500986,500,4.001007695990578,6,Latéritique,Gravitaire,Minéral NPK,Hivernage,Légumineuse,1,0,1396.10129517775
610.6076285221808,500,0.7175413217622356,5,Dior,Gravitaire,Organique,Hivernage,Légumineuse,0,0,1622.2693340826152
832.9278851815795,500,2.6918242511614943,6,Sablonneux,Aucune,Aucun,Hivernage,Légumineuse,0,0,1270.6741408171742
576.1866719247759,500,0.7098281002824497,6,Dior,Aucune,Minéral NPK,Hivernage,Légumineuse,0,0,1666.1390125011571
588.6325586084147,500,1.0009853165490779,7,Latéritique,Aucune,Aucun,Hivernage,Légumineuse,1,0,640.6398809899438
538.8331126350749,500,7.623419963303231,7,Deck,Aucune,Organique,Hivernage,Légumineuse,0,0,1209.0409858498224
262.18431770514377,500,1.4154593103663486,6,Deck,Aucune,Organique,Hivernage,Légumineuse,0,1,771.7868151841737
546.0229186826175,500,1.9619645615000476,6,Dior,Aucune,Minéral NPK,Hivernage,Légumineuse,0,0,1730.5722395294854
559.034531491154,500,3.3070421663421286,6,Latéritique,Aucune,Minéral NPK,Hivernage,Légumineuse,1,0,978.5929431805046
919.4863168727929,500,2.451121096685914,7,Deck,Aucune,Organique,Hivernage,Légumineuse,0,0,1081.3729305200438
521.1458552828316,500,1.8595511178590236,6,Latéritique,Aucune,Minéral Urée,Hivernage,Légumineuse,1,0,767.6633149142666
595.2321013500418,500,2.207738750673011,6,Deck,Aucune,Aucun,Hivernage,Légumineuse,0,0,1296.5545019804417
544.7932345442135,500,11.27663028894421,6,Latéritique,Aucune,Organique,Hivernage,Légumineuse,1,0,970.2690129204502
374.69829435707015,500,1.574448358528845,6,Deck-Dior,Aucune,Minéral NPK,Hivernage,Légumineuse,0,1,878.7926009362591
721.4234221772531,500,1.9364942242023662,5,Latéritique,Aucune,Minéral NPK,Hivernage,Légumineuse,1,0,1240.7242269721107
662.7899549030161,500,3.8210433622582536,6,Latéritique,Aucune,Mixte,Hivernage,Légumineuse,1,0,1197.7818383366343
668.654792056457,500,3.99251255746773,6,Dior,Aucune,Aucun,Hivernage,Légumineuse,0,0,1177.6285601107616
413.59188178078915,500,4.261512927143868,6,Deck-Dior,Aucune,Minéral NPK,Hivernage,Légumineuse,0,1,906.3216541335572
760.4191466404149,500,2.7483045042371166,6,Sablonneux,Aucune,Minéral NPK,Hivernage,Légumineuse,0,0,1734.7070593169049
339.7223405811579,500,0.6607340069468512,6,Dior,Aucune,Mixte,Hivernage,Légumineuse,0,1,1057.2273658982049
638.0285640700406,500,6.090591636421678,6,Sablonneux,Aucune,Aucun,Hivernage,Légumineuse,0,0,1609.6485769765748
878.5683438714968,500,0.6589706290671589,5,Deck,Aucune,Minéral NPK,Hivernage,Légumineuse,0,0,1360.579433538626
401.41955123039673,500,2.1003591883845467,7,Sablonneux,Aucune,Organique,Hivernage,Légumineuse,0,1,775.9549838192374
465.05534055958424,500,0.90174754650661,6,Latéritique,Aucune,Aucun,Hivernage,Légumineuse,1,1,463.99240365824954
564.9477047631461,500,1.5662579808432378,6,Sablonneux,Aucune,Organique,Hivernage,Légumineuse,0,0,1043.5283423420442
474.47865188257015,500,2.1447219742455284,5,Dior,Aucune,Organique,Hivernage,Légumineuse,0,1,718.826349200223
317.4004853400801,500,2.1320538679132266,5,Dior,Aucune,Organique,Hivernage,Légumineuse,0,1,734.8340677759599
560.2844462209041,500,2.3106678686826605,6,Sablonneux,Aucune,Minéral Urée,Hivernage,Légumineuse,0,0,1725.2712399108166
390.65444294108426,500,5.995259150071874,6,Dior,Aucune,Organique,Hivernage,Légumineuse,0,1,700.1122519062142
621.0388645952772,500,2.3698518466028955,7,Dior,Aucune,Minéral NPK,Hivernage,Légumineuse,0,0,1295.538177300584
412.0863648649295,500,1.356183753499245,5,Sablonneux,Aucune,Organique,Hivernage,Légumineuse,0,1,749.4851574893936
782.4901607526309,500,3.5653767718335976,6,Deck-Dior,Aucune,Aucun,Hivernage,Légumineuse,0,0,826.5647932416538
432.51200614956446,500,4.269840150841579,6,Deck-Dior,Aucune,Aucun,Hivernage,Légumineuse,0,1,710.0686674787394
501.69077256914863,500,0.6174937993248611,5,Deck,Aucune,Organique,Hivernage,Légumineuse,0,0,1202.884550813129
672.0275826054504,500,2.6589200812839704,5,Dior,Aucune,Organique,Hivernage,Légumineuse,0,0,1343.028068930138
365.3703525349067,500,2.8890802354755474,6,Sablonneux,Aucune,Aucun,Hivernage,Légumineuse,0,1,825.1512029382075
584.1189901906195,500,1.2994605246648616,6,Dior,Aucune,Organique,Hivernage,Légumineuse,0,0,1109.3574685966107
746.0714131423642,500,4.955833911772255,6,Latéritique,Aucune,Organique,Hivernage,Légumineuse,1,0,821.0226341566284
308.87751481581586,500,1.462219563631243,6,Dior,Aucune,Aucun,Hivernage,Légumineuse,0,1,637.2589502940475
577.6950787798456,500,1.822959287542746,6,Dior,Gravitaire,Organique,Hivernage,Légumineuse,0,0,1196.3384881615382
588.9824191372635,500,1.4355420894683044,5,Deck-Dior,Aucune,Aucun,Hivernage,Légumineuse,0,0,1255.7810602885143
667.2734307665966,500,1.6693982598695554,6,Sablonneux,Aucune,Mixte,Hivernage,Légumineuse,0,0,1359.056441753657
364.45739336828774,500,0.6859023080304273,7,Dior,Aucune,Minéral Urée,Hivernage,Légumineuse,0,1,675.2202947382387
351.9315080373585,500,0.5209815210586026,6,Deck-Dior,Aucune,Minéral NPK,Hivernage,Légumineuse,0,1,796.2775760301471
628.2912348425347,500,5.903846281216961,6,Deck,Aucune,Aucun,Hivernage,Légumineuse,0,0,1298.9429735322467
594.547700984978,500,0.837303157562292,6,Deck-Dior,Aucune,Minéral NPK,Hivernage,Légumineuse,0,0,1981.534643228358
587.5739275518815,500,0.7459371888575554,6,Deck-Dior,Aucune,Minéral Urée,Hivernage,Légumineuse,0,0,965.7141630954004
601.9672314245463,500,0.5,6,Deck-Dior,Aspersion,Minéral NPK,Hivernage,Légumineuse,0,0,1351.6724100023625
447.9962917632264,500,0.9888927479824253,6,Dior,Aucune,Aucun,Hivernage,Légumineuse,0,1,706.5122163821927
584.8380545741505,500,0.5720826330134113,7,Dior,Aucune,Minéral NPK,Hivernage,Légumineuse,0,0,1563.6732842541155
593.9608709948022,500,6.132559062137953,5,Deck,Aspersion,Minéral Urée,Hivernage,Légumineuse,0,0,1487.2304102595765
442.84728729604484,500,3.698227576409211,5,Latéritique,Aucune,Organique,Hivernage,Légumineuse,1,1,470.2581690482835
829.8661766717134,500,0.9507346512459285,6,Latéritique,Aspersion,Minéral NPK,Hivernage,Légumineuse,1,0,1270.962339422873
621.0749381367681,500,9.993637537719266,7,Latéritique,Aucune,Organique,Hivernage,Légumineuse,1,0,886.3063117281158
371.3044754196027,500,3.616158916072979,5,Deck,Goutte-à-goutte,Organique,Hivernage,Légumineuse,0,0,1664.7330728112852
648.4830412950745,500,1.271420644744975,6,Latéritique,Aucune,Aucun,Hivernage,Légumineuse,1,0,593.6638549398963
403.7977494659018,500,0.5,5,Latéritique,Aucune,Minéral NPK,Hivernage,Légumineuse,1,1,618.9406319319878
668.0626905613678,500,10.306286594949398,6,Deck-Dior,Gravitaire,Aucun,Hivernage,Légumineuse,0,0,1486.1826994912697
723.7893368511106,500,0.5424507541702783,6,Dior,Aucune,Organique,Hivernage,Légumineuse,0,0,1034.7643011700675
426.8976522472434,500,0.5,6,Dior,Aucune,Aucun,Hivernage,Légumineuse,0,1,906.9663202308683
694.5064193866483,500,3.736152526214248,6,Deck-Dior,Aucune,Organique,Hivernage,Légumineuse,0,0,1085.6262215588274
611.9171390404747,500,11.609246876316458,6,Deck-Dior,Aucune,Aucun,Hivernage,Légumineuse,0,0,1192.5673163386891
673.3090239991735,500,4.989911902552167,5,Deck-Dior,Aucune,Minéral NPK,Hivernage,Légumineuse,0,0,1690.109170661096
834.5189473980921,500,2.5886261631530227,6,Dior,Aucune,Minéral NPK,Hivernage,Légumineuse,0,0,1421.6393594203566
513.1917825995695,500,2.6532982091213557,6,Latéritique,Aucune,Aucun,Hivernage,Légumineuse,1,0,607.3317959766434
436.93957534637656,500,3.2632787680821504,7,Deck-Dior,Aucune,Aucun,Hivernage,Légumineuse,0,1,673.7053110930144
416.5728355561715,500,3.025701216809486,7,Deck,Aucune,Aucun,Hivernage,Légumineuse,0,1,831.1795800401203
427.62845725518423,500,2.0646343472317468,5,Deck-Dior,Aucune,Minéral Urée,Hivernage,Légumineuse,0,1,683.615326307205
538.4347435878843,500,1.792051195678193,7,Sablonneux,Aucune,Organique,Hivernage,Légumineuse,0,0,1047.641825737384
601.1727962224966,500,1.56819534694689,6,Deck-Dior,Aucune,Organique,Hivernage,Légumineuse,0,0,1366.62099771049
591.5036198995028,500,0.9019721176501617,6,Dior,Aucune,Aucun,Hivernage,Légumineuse,0,0,1140.4605187158506
674.0774873554036,500,1.3171363372931468,6,Deck-Dior,Aucune,Minéral NPK,Hivernage,Légumineuse,0,0,1440.6223696058491
551.950283781686,500,0.5,6,Sablonneux,Aucune,Minéral Urée,Hivernage,Légumineuse,0,0,1226.9020961393958
768.0301115735975,500,1.5239845182194498,6,Deck,Aucune,Minéral Urée,Hivernage,Légumineuse,0,0,1338.7350377313817
510.30147501430656,500,0.7476107039741924,5,Latéritique,Aucune,Minéral NPK,Hivernage,Légumineuse,1,0,1482.124676497791
958.0253749884428,500,0.6819005493953998,6,Deck-Dior,Goutte-à-goutte,Aucun,Hivernage,Légumineuse,0,0,1618.6829992540033
643.850102164751,500,1.903920765838766,6,Sablonneux,Aucune,Aucun,Hivernage,Légumineuse,0,0,1408.7711939499018
421.4263665375576,500,5.020862988937426,6,Sablonneux,Aucune,Aucun,Hivernage,Légumineuse,0,1,665.3556505093117
389.36612529083317,500,3.437186589257319,6,Deck,Aucune,Aucun,Hivernage,Légumineuse,0,1,609.2062445552965
622.3708622864777,500,0.5,6,Dior,Aucune,Aucun,Hivernage,Légumineuse,0,0,1211.219642931442
516.4805822011224,500,0.74699072574858,5,Deck-Dior,Gravitaire,Aucun,Hivernage,Légumineuse,0,0,1463.1487016960727
657.1000741138138,500,3.4994889739436523,7,Sablonneux,Aucune,Organique,Hivernage,Légumineuse,0,0,1005.8677065543725
620.9856436860317,500,0.7512701925958017,7,Deck,Aucune,Mixte,Hivernage,Légumineuse,0,0,1635.8257784641887
539.0756631014691,500,1.3775319831076742,6,Latéritique,Aspersion,Minéral NPK,Hivernage,Légumineuse,1,0,1388.8898677939123
422.98094228973923,500,2.5600881185806603,7,Sablonneux,Aucune,Minéral Urée,Hivernage,Légumineuse,0,1,758.9224866619527
322.77291629712033,500,0.7598185958293465,6,Deck,Aucune,Minéral NPK,Hivernage,Légumineuse,0,1,1006.8020146151517
483.02275718994684,500,1.793735657933646,7,Dior,Aucune,Aucun,Hivernage,Légumineuse,0,1,751.4241908548439
678.4598191485209,500,0.5670995622146159,5,Dior,Aucune,Minéral NPK,Hivernage,Légumineuse,0,0,1441.359973730807
582.1140616195306,500,1.0190857326861322,6,Sablonneux,Gravitaire,Aucun,Hivernage,Légumineuse,0,0,1328.99746464385
363.1391831932018,500,2.129368692547059,6,Sablonneux,Gravitaire,Minéral NPK,Hivernage,Légumineuse,0,0,1535.3344474433197
575.9771388776772,500,0.5,5,Deck-Dior,Aucune,Organique,Hivernage,Légumineuse,0,0,1521.259507053317
607.7976069593255,500,2.3452213514086755,5,Deck,Aucune,Mixte,Hivernage,Légumineuse,0,0,1683.389491884062
417.42138456983,500,1.623021865732715,6,Sablonneux,Aspersion,Aucun,Hivernage,Légumineuse,0,0,1391.431739948312
573.0587658918292,500,2.5650858902346827,6,Deck-Dior,Aucune,Aucun,Hivernage,Légumineuse,0,0,1032.8174253385575
558.7313077668999,500,1.972163783513679,6,Deck-Dior,Aucune,Mixte,Hivernage,Légumineuse,0,0,2419.7857913866
378.55445532540654,500,4.910188558288194,5,Sablonneux,Aspersion,Aucun,Hivernage,Légumineuse,0,0,1208.1611450398545
603.6681040522425,500,1.822446086176631,7,Dior,Aucune,Minéral NPK,Hivernage,Légumineuse,0,0,1459.6495854081788
634.1176789552352,500,1.1693821905716384,6,Deck,Aucune,Minéral NPK,Hivernage,Légumineuse,0,0,1657.305819690938
712.4576864762915,500,1.8181836394012876,6,Deck,Aucune,Minéral Urée,Hivernage,Légumineuse,0,0,1308.0383338339698
708.0703078052354,500,2.5462926110106174,6,Dior,Aspersion,Mixte,Hivernage,Légumineuse,0,0,2305.678653497223
343.34959480643636,500,1.714442673804363,6,Sablonneux,Aucune,Mixte,Hivernage,Légumineuse,0,1,1281.3104063747126
409.3262440127316,500,1.7031395687530317,6,Deck,Aucune,Aucun,Hivernage,Légumineuse,0,1,774.6650267897569
627.255290081299,500,0.9402651676582936,7,Sablonneux,Aucune,Minéral Urée,Hivernage,Légumineuse,0,0,1009.9144560059999
627.0678926368313,500,0.9701343285408848,6,Sablonneux,Aucune,Minéral NPK,Hivernage,Légumineuse,0,0,1499.8748407215032
627.2571529459071,500,0.5368244120100943,6,Deck-Dior,Aucune,Minéral NPK,Hivernage,Légumineuse,0,0,1632.032775168249
1127.909723598208,500,6.683630945217838,7,Dior,Aucune,Aucun,Hivernage,Légumineuse,0,0,1572.2806874710484
635.633576603975,500,0.6095156897972142,6,Sablonneux,Aucune,Minéral NPK,Hivernage,Légumineuse,0,0,1232.9135180487146
720.3348460270898,500,0.947125038352761,5,Latéritique,Aucune,Mixte,Hivernage,Légumineuse,1,0,1388.13449552173
693.1002645239803,500,0.92799789691364,5,Dior,Gravitaire,Mixte,Hivernage,Légumineuse,0,0,2070.4061053508362
647.7086876958697,500,3.3734619487208546,5,Deck,Aucune,Organique,Hivernage,Légumineuse,0,0,1350.8094963413066
502.7096133039482,500,1.3021806176079282,6,Deck-Dior,Gravitaire,Aucun,Hivernage,Légumineuse,0,0,1417.9691412066386
663.8453830739901,500,4.473600914948316,6,Deck,Aucune,Organique,Hivernage,Légumineuse,0,0,1048.3621265772613
434.0762178193642,500,0.9619502937065249,5,Deck,Aucune,Minéral Urée,Hivernage,Légumineuse,0,1,801.0942601753438
514.4772089889987,500,2.0610083014582714,7,Dior,Aucune,Minéral NPK,Hivernage,Légumineuse,0,0,1713.1368603427154
477.19546782563447,500,0.8451191610206897,6,Deck,Aucune,Organique,Hivernage,Légumineuse,0,1,824.98215229989
562.2811209079484,500,9.171669238173967,6,Sablonneux,Gravitaire,Aucun,Hivernage,Légumineuse,0,0,1437.1261987582147
897.1987850010263,500,0.6375779498030267,6,Deck,Aucune,Organique,Hivernage,Légumineuse,0,0,1092.0320358024271
