pluie_moyenne,besoin_eau,superficie,mois_semis,sol_type,type_irrigation,type_engrais,saison,categorie_culture,sol_inadapte,deficit_hydrique,_rendement_reel
328.22170144488587,450,1.4360526869755252,6,Dior,Aucune,Minéral NPK,Hivernage,Céréale,0,1,642.065951518096
442.02336874079367,450,3.3431983880356193,6,Dior,Aucune,Aucun,Hivernage,Céréale,0,1,580.2297492884136
480.90418435603186,450,2.7783529906560043,5,Latéritique,Aucune,Minéral NPK,Hivernage,Céréale,0,0,1418.8575788156772
708.5683339328374,450,0.5,6,Deck-Dior,Aucune,Aucun,Hivernage,Céréale,0,0,766.6939399238137
601.5427434352692,450,5.372171912765851,6,Latéritique,Aucune,Aucun,Hivernage,Céréale,0,0,1030.1267639673563
285.5439766955899,450,4.973247679397604,6,Dior,Aucune,Organique,Hivernage,Céréale,0,1,609.0711965380325
598.6125954092192,450,0.9995499400997307,6,Sablonneux,Aucune,Organique,Hivernage,Céréale,0,0,1006.1931183381158
492.2376579375525,450,2.2628901568688753,5,Deck,Aucune,Organique,Hivernage,Céréale,0,0,1155.5738347987365
448.46169995410617,450,2.4478844188813595,6,Sablonneux,Aucune,Organique,Hivernage,Céréale,0,1,630.099466336367
641.7514433261301,450,2.0310217928705625,5,Sablonneux,Aucune,Organique,Hivernage,Céréale,0,0,1221.7107847534664
704.6499283743926,450,1.0615773593791222,6,Dior,Aucune,Aucun,Hivernage,Céréale,0,0,850.9615726608946
689.6920178674297,450,0.9633883337162702,6,Latéritique,Gravitaire,Organique,Hivernage,Céréale,0,0,1224.4664220993027
424.11737151660424,450,1.6153582249728105,5,Deck-Dior,Aucune,Mixte,Hivernage,Céréale,0,1,850.6428150851334
503.6181436223178,450,4.213034683288673,6,Sablonneux,Aucune,Organique,Hivernage,Céréale,0,0,839.611825936738
599.6895147105346,450,2.5469081254535157,5,Latéritique,Aucune,Organique,Hivernage,Céréale,0,0,1143.4442503137018
696.3317690683539,450,1.2256956180888217,6,Deck-Dior,Aucune,Organique,Hivernage,Céréale,0,0,1348.7009958779229
478.1238643232065,450,3.056770506204365,6,Sablonneux,Aucune,Mixte,Hivernage,Céréale,0,0,1396.4287243583954
522.1511535004274,450,0.5,5,Deck-Dior,Aucune,Aucun,Hivernage,Céréale,0,0,1075.753163241065
384.0497538990958,450,4.1330372995348155,7,Latéritique,Aucune,Minéral NPK,Hivernage,Céréale,0,1,789.8886616703934
370.5690063878994,450,0.5,5,Deck,Aucune,Minéral NPK,Hivernage,Céréale,0,1,696.5105936208604
671.8788733591297,450,1.2337363487698807,6,Latéritique,Aucune,Minéral NPK,Hivernage,Céréale,0,0,944.9517458286069
753.4360042856234,450,0.6731844499089459,6,Dior,Aucune,Aucun,Hivernage,Céréale,0,0,894.1339775356952
539.1984817629499,450,0.5852330233343586,6,Deck-Dior,Aucune,Minéral NPK,Hivernage,Céréale,0,0,1028.5681157144124
700.5299346838036,450,4.173109452103723,5,Deck,Gravitaire,Aucun,Hivernage,Céréale,0,0,1506.7383740506414
604.2454037571451,450,1.1340996077277377,6,Deck-Dior,Aucune,Organique,Hivernage,Céréale,0,0,982.733545911514
453.2320368092314,450,2.1753794419296604,6,Deck-Dior,Aucune,Minéral NPK,Hivernage,Céréale,0,0,1232.5457308358018
604.2093408262621,450,1.5879812205369161,7,Sablonneux,Aucune,Aucun,Hivernage,Céréale,0,0,1133.3730737181709
780.7054849698955,450,2.41483910519751,6,Dior,Aucune,Minéral Urée,Hivernage,Céréale,0,0,831.7373345716168
544.6260941335073,450,1.753225988377083,6,Deck-Dior,Gravitaire,Aucun,Hivernage,Céréale,0,0,1061.9644731591804
784.6965483721009,450,0.5907314410321188,7,Latéritique,Aucune,Minéral Urée,Hivernage,Céréale,0,0,1010.2108403872932
200.0,450,3.6583544978208344,6,Latéritique,Aspersion,Organique,Hivernage,Céréale,0,0,1385.1784184562264
673.2853756562836,450,1.1107047607814131,7,Sablonneux,Goutte-à-goutte,Aucun,Hivernage,Céréale,0,0,1290.303308130382
563.0570602357257,450,0.5,6,Dior,Aucune,Aucun,Hivernage,Céréale,0,0,1037.2487713773824
505.14889743011986,450,1.17058997192514,7,Dior,Aucune,Mixte,Hivernage,Céréale,0,0,1416.4047243995635
563.7641164803254,450,5.477275646304147,5,Latéritique,Aucune,Aucun,Hivernage,Céréale,0,0,1060.035378329016
251.8646628098661,450,3.2549515595489473,6,Deck,Gravitaire,Aucun,Hivernage,Céréale,0,0,1236.2975229232657
517.0492168243732,450,1.2474210904239296,6,Sablonneux,Aucune,Organique,Hivernage,Céréale,0,0,845.5041587834596
603.5668857267619,450,1.2468169162410918,6,Sablonneux,Aucune,Minéral NPK,Hivernage,Céréale,0,0,1308.9854482184644
771.6841067112274,450,1.2746759112266253,6,Latéritique,Aucune,Organique,Hivernage,Céréale,0,0,838.9467011623371
472.2594672589529,450,8.683271745424559,6,Latéritique,Aucune,Aucun,Hivernage,Céréale,0,0,1012.1623814351235
428.72595956602186,450,2.2379233540546464,5,Deck,Aucune,Aucun,Hivernage,Céréale,0,1,556.7416852660583
474.7364434623195,450,2.3257284871127664,5,Deck,Aucune,Aucun,Hivernage,Céréale,0,0,1380.9072434174293
687.3103176553111,450,3.7592774193371237,6,Dior,Goutte-à-goutte,Aucun,Hivernage,Céréale,0,0,1192.8190109246918
599.3126664489527,450,1.9957727670021093,6,Sablonneux,Goutte-à-goutte,Organique,Hivernage,Céréale,0,0,947.2368780729141
470.53596943494415,450,1.3401295432313585,7,Sablonneux,Aspersion,Minéral NPK,Hivernage,Céréale,0,0,1528.6018307015995
626.9901149670034,450,1.4090562030529041,6,Latéritique,Aucune,Aucun,Hivernage,Céréale,0,0,1077.903811845683
564.5616324022061,450,1.5569347624702423,7,Dior,Aucune,Organique,Hivernage,Céréale,0,0,1251.0045919228785
695.2967485799334,450,1.6003497686993249,6,Sablonneux,Aucune,Organique,Hivernage,Céréale,0,0,911.5821400091922
444.69203591839715,450,2.9508806018533584,6,Dior,Aucune,Mixte,Hivernage,Céréale,0,1,640.6140752730214
500.8506780103348,450,1.718680265218469,5,Dior,Aucune,Mixte,Hivernage,Céréale,0,0,1571.535772400506
491.1837770301764,450,2.962732729250411,6,Latéritique,Aucune,Minéral Urée,Hivernage,Céréale,0,0,792.9101941150524
330.4727577801822,450,1.5456224908646912,6,Dior,Aucune,Aucun,Hivernage,Céréale,0,1,560.7460102643264
594.4180415596865,450,1.755771132678094,5,Deck,Gravitaire,Aucun,Hivernage,Céréale,0,0,1153.6283126080211
589.1582908269834,450,0.5,6,Deck,Aucune,Organique,Hivernage,Céréale,0,0,989.5549820049838
550.7670184963691,450,3.4317218755936887,7,Deck-Dior,Aucune,Aucun,Hivernage,Céréale,0,0,1103.3746685611502
514.811929993728,450,2.1753526312694436,6,Latéritique,Aucune,Organique,Hivernage,Céréale,0,0,897.4548576570418
337.6943886924379,450,3.6634601166811596,6,Deck-Dior,Aucune,Minéral NPK,Hivernage,Céréale,0,1,747.973677496489
486.90320158519614,450,0.5,6,Deck,Aucune,Minéral Urée,Hivernage,Céréale,0,0,997.8594470575918
498.59282252098456,450,8.764414915910113,6,Deck-Dior,Gravitaire,Minéral Urée,Hivernage,Céréale,0,0,1226.9276323533818
429.6584096167572,450,1.4745137839892604,6,Latéritique,Aspersion,Organique,Hivernage,Céréale,0,0,1217.608891447426
525.8071432500986,450,4.001007695990578,6,Latéritique,Gravitaire,Minéral NPK,Hivernage,Céréale,0,0,1662.0253514020835
610.6076285221808,450,0.7175413217622356,5,Dior,Gravitaire,Organique,Hivernage,Céréale,0,0,1351.8911117355126
832.9278851815795,450,2.6918242511614943,6,Sablonneux,Aucune,Aucun,Hivernage,Céréale,0,0,1058.8951173476453
576.1866719247759,450,0.7098281002824497,6,Dior,Aucune,Minéral NPK,Hivernage,Céréale,0,0,1388.4491770842976
588.6325586084147,450,1.0009853165490779,7,Latéritique,Aucune,Aucun,Hivernage,Céréale,0,0,762.6665249880283
538.8331126350749,450,7.623419963303231,7,Deck,Aucune,Organique,Hivernage,Céréale,0,0,1007.534154874852
262.18431770514377,450,1.4154593103663486,6,Deck,Aucune,Organique,Hivernage,Céréale,0,1,643.1556793201448
546.0229186826175,450,1.9619645615000476,6,Dior,Aucune,Minéral NPK,Hivernage,Céréale,0,0,1442.143532941238
559.034531491154,450,3.3070421663421286,6,Latéritique,Aucune,Minéral NPK,Hivernage,Céréale,0,0,1164.99159902441
919.4863168727929,450,2.451121096685914,7,Deck,Aucune,Organique,Hivernage,Céréale,0,0,901.1441087667033
521.1458552828316,450,1.8595511178590236,6,Latéritique,Aucune,Minéral Urée,Hivernage,Céréale,0,0,913.8848987074603
595.2321013500418,450,2.207738750673011,6,Deck,Aucune,Aucun,Hivernage,Céréale,0,0,1080.4620849837015
544.7932345442135,450,11.27663028894421,6,Latéritique,Aucune,Organique,Hivernage,Céréale,0,0,1155.0821582386313
374.69829435707015,450,1.574448358528845,6,Deck-Dior,Aucune,Minéral NPK,Hivernage,Céréale,0,1,732.3271674468826
721.4234221772531,450,1.9364942242023662,5,Latéritique,Aucune,Minéral NPK,Hivernage,Céréale,0,0,1477.0526511572746
662.7899549030161,450,3.8210433622582536,6,Latéritique,Aucune,Mixte,Hivernage,Céréale,0,0,1425.9307599245649
668.654792056457,450,3.99251255746773,6,Dior,Aucune,Aucun,Hivernage,Céréale,0,0,981.3571334256346
413.59188178078915,450,4.261512927143868,6,Deck-Dior,Aucune,Minéral NPK,Hivernage,Céréale,0,1,755.2680451112976
760.4191466404149,450,2.7483045042371166,6,Sablonneux,Aucune,Minéral NPK,Hivernage,Céréale,0,0,1445.5892160974206
339.7223405811579,450,0.6607340069468512,6,Dior,Aucune,Mixte,Hivernage,Céréale,0,1,881.0228049151708
638.0285640700406,450,6.090591636421678,6,Sablonneux,Aucune,Aucun,Hivernage,Céréale,0,0,1341.3738141471456
878.5683438714968,450,0.6589706290671589,5,Deck,Aucune,Minéral NPK,Hivernage,Céréale,0,0,1133.8161946155217
401.41955123039673,450,2.1003591883845467,7,Sablonneux,Aucune,Organique,Hivernage,Céréale,0,1,646.6291531826978
465.05534055958424,450,0.90174754650661,6,Latéritique,Aucune,Aucun,Hivernage,Céréale,0,0,920.6198485282731
564.9477047631461,450,1.5662579808432378,6,Sablonneux,Aucune,Organique,Hivernage,Céréale,0,0,869.6069519517034
474.47865188257015,450,2.1447219742455284,5,Dior,Aucune,Organique,Hivernage,Céréale,0,0,998.3699294447542
317.4004853400801,450,2.1320538679132266,5,Dior,Aucune,Organique,Hivernage,Céréale,0,1,612.3617231466333
560.2844462209041,450,2.3106678686826605,6,Sablonneux,Aucune,Minéral Urée,Hivernage,Céréale,0,0,1437.7260332590138
390.65444294108426,450,5.995259150071874,6,Dior,Aucune,Organique,Hivernage,Céréale,0,1,583.4268765885118
621.0388645952772,450,2.3698518466028955,7,Dior,Aucune,Minéral NPK,Hivernage,Céréale,0,0,1079.6151477504868
412.0863648649295,450,1.356183753499245,5,Sablonneux,Aucune,Organique,Hivernage,Céréale,0,1,624.5709645744947
782.4901607526309,450,3.5653767718335976,6,Deck-Dior,Aucune,Aucun,Hivernage,Céréale,0,0,688.8039943680449
432.51200614956446,450,4.269840150841579,6,Deck-Dior,Aucune,Aucun,Hivernage,Céréale,0,1,591.7238895656161
501.69077256914863,450,0.6174937993248611,5,Deck,Aucune,Organique,Hivernage,Céréale,0,0,1002.4037923442742
672.0275826054504,450,2.6589200812839704,5,Dior,Aucune,Organique,Hivernage,Céréale,0,0,1119.1900574417816
365.3703525349067,450,2.8890802354755474,6,Sablonneux,Aucune,Aucun,Hivernage,Céréale,0,1,687.6260024485061
584.1189901906195,450,1.2994605246648616,6,Dior,Aucune,Organique,Hivernage,Céréale,0,0,924.4645571638423
746.0714131423642,450,4.955833911772255,6,Latéritique,Aucune,Organique,Hivernage,Céréale,0,0,977.4078978055101
308.87751481581586,450,1.462219563631243,6,Dior,Aucune,Aucun,Hivernage,Céréale,0,1,531.0491252450396
577.6950787798456,450,1.822959287542746,6,Dior,Gravitaire,Organique,Hivernage,Céréale,0,0,996.9487401346152
588.9824191372635,450,1.4355420894683044,5,Deck-Dior,Aucune,Aucun,Hivernage,Céréale,0,0,1046.484216907095
667.2734307665966,450,1.6693982598695554,6,Sablonneux,Aucune,Mixte,Hivernage,Céréale,0,0,1132.5470347947141
364.45739336828774,450,0.6859023080304273,7,Dior,Aucune,Minéral Urée,Hivernage,Céréale,0,1,562.6835789485323
351.9315080373585,450,0.5209815210586026,6,Deck-Dior,Aucune,Minéral NPK,Hivernage,Céréale,0,1,663.5646466917892
628.2912348425347,450,5.903846281216961,6,Deck,Aucune,Aucun,Hivernage,Céréale,0,0,1082.452477943539
594.547700984978,450,0.837303157562292,6,Deck-Dior,Aucune,Minéral NPK,Hivernage,Céréale,0,0,1651.278869356965
587.5739275518815,450,0.7459371888575554,6,Deck-Dior,Aucune,Minéral Urée,Hivernage,Céréale,0,0,804.7618025795003
601.9672314245463,450,0.5,6,Deck-Dior,Aspersion,Minéral NPK,Hivernage,Céréale,0,0,1126.3936750019689
447.9962917632264,450,0.9888927479824253,6,Dior,Aucune,Aucun,Hivernage,Céréale,0,1,588.7601803184939
584.8380545741505,450,0.5720826330134113,7,Dior,Aucune,Minéral NPK,Hivernage,Céréale,0,0,1303.0610702117629
593.9608709948022,450,6.132559062137953,5,Deck,Aspersion,Minéral Urée,Hivernage,Céréale,0,0,1239.3586752163137
442.84728729604484,450,3.698227576409211,5,Latéritique,Aucune,Organique,Hivernage,Céréale,0,1,559.831153628909
829.8661766717134,450,0.9507346512459285,6,Latéritique,Aspersion,Minéral NPK,Hivernage,Céréale,0,0,1513.050404074849
621.0749381367681,450,9.993637537719266,7,Latéritique,Aucune,Organique,Hivernage,Céréale,0,0,1055.1265615810903
371.3044754196027,450,3.616158916072979,5,Deck,Goutte-à-goutte,Organique,Hivernage,Céréale,0,0,1387.2775606760708
648.4830412950745,450,1.271420644744975,6,Latéritique,Aucune,Aucun,Hivernage,Céréale,0,0,706.7426844522575
403.7977494659018,450,0.5,5,Latéritique,Aucune,Minéral NPK,Hivernage,Céréale,0,1,736.8340856333189
668.0626905613678,450,10.306286594949398,6,Deck-Dior,Gravitaire,Aucun,Hivernage,Céréale,0,0,1238.4855829093913
723.7893368511106,450,0.5424507541702783,6,Dior,Aucune,Organique,Hivernage,Céréale,0,0,862.3035843083896
426.8976522472434,450,0.5,6,Dior,Aucune,Aucun,Hivernage,Céréale,0,1,755.8052668590569
694.5064193866483,450,3.736152526214248,6,Deck-Dior,Aucune,Organique,Hivernage,Céréale,0,0,904.6885179656895
611.9171390404747,450,11.609246876316458,6,Deck-Dior,Aucune,Aucun,Hivernage,Céréale,0,0,993.8060969489076
673.3090239991735,450,4.989911902552167,5,Deck-Dior,Aucune,Minéral NPK,Hivernage,Céréale,0,0,1408.4243088842466
834.5189473980921,450,2.5886261631530227,6,Dior,Aucune,Minéral NPK,Hivernage,Céréale,0,0,1184.6994661836306
513.1917825995695,450,2.6532982091213557,6,Latéritique,Aucune,Aucun,Hivernage,Céréale,0,0,723.0140428293374
436.93957534637656,450,3.2632787680821504,7,Deck-Dior,Aucune,Aucun,Hivernage,Céréale,0,1,561.421092577512
416.5728355561715,450,3.025701216809486,7,Deck,Aucune,Aucun,Hivernage,Céréale,0,1,692.6496500334335
427.62845725518423,450,2.0646343472317468,5,Deck-Dior,Aucune,Minéral Urée,Hivernage,Céréale,0,1,569.6794385893376
538.4347435878843,450,1.792051195678193,7,Sablonneux,Aucune,Organique,Hivernage,Céréale,0,0,873.0348547811533
601.1727962224966,450,1.56819534694689,6,Deck-Dior,Aucune,Organique,Hivernage,Céréale,0,0,1138.8508314254082
591.5036198995028,450,0.9019721176501617,6,Dior,Aucune,Aucun,Hivernage,Céréale,0,0,950.3837655965422
674.0774873554036,450,1.3171363372931468,6,Deck-Dior,Aucune,Minéral NPK,Hivernage,Céréale,0,0,1200.5186413382078
551.950283781686,450,0.5,6,Sablonneux,Aucune,Minéral Urée,Hivernage,Céréale,0,0,1022.4184134494965
768.0301115735975,450,1.5239845182194498,6,Deck,Aucune,Minéral Urée,Hivernage,Céréale,0,0,1115.612531442818
510.30147501430656,450,0.7476107039741924,5,Latéritique,Aucune,Minéral NPK,Hivernage,Céréale,0,0,1764.4341386878464
958.0253749884428,450,0.6819005493953998,6,Deck-Dior,Goutte-à-goutte,Aucun,Hivernage,Céréale,0,0,1348.902499378336
643.850102164751,450,1.903920765838766,6,Sablonneux,Aucune,Aucun,Hivernage,Céréale,0,0,1173.9759949582515
421.4263665375576,450,5.020862988937426,6,Sablonneux,Aucune,Aucun,Hivernage,Céréale,0,1,554.463042091093
389.36612529083317,450,3.437186589257319,6,Deck,Aucune,Aucun,Hivernage,Céréale,0,1,507.6718704627471
622.3708622864777,450,0.5,6,Dior,Aucune,Aucun,Hivernage,Céréale,0,0,1009.3497024428684
516.4805822011224,450,0.74699072574858,5,Deck-Dior,Gravitaire,Aucun,Hivernage,Céréale,0,0,1219.2905847467273
657.1000741138138,450,3.4994889739436523,7,Sablonneux,Aucune,Organique,Hivernage,Céréale,0,0,838.2230887953103
620.9856436860317,450,0.7512701925958017,7,Deck,Aucune,Mixte,Hivernage,Céréale,0,0,1363.1881487201572
539.0756631014691,450,1.3775319831076742,6,Latéritique,Aspersion,Minéral NPK,Hivernage,Céréale,0,0,1653.4403188022768
422.98094228973923,450,2.5600881185806603,7,Sablonneux,Aucune,Minéral Urée,Hivernage,Céréale,0,1,632.4354055516272
322.77291629712033,450,0.7598185958293465,6,Deck,Aucune,Minéral NPK,Hivernage,Céréale,0,1,839.0016788459598
483.02275718994684,450,1.793735657933646,7,Dior,Aucune,Aucun,Hivernage,Céréale,0,0,1043.6447095206165
678.4598191485209,450,0.5670995622146159,5,Dior,Aucune,Minéral NPK,Hivernage,Céréale,0,0,1201.1333114423392
582.1140616195306,450,1.0190857326861322,6,Sablonneux,Gravitaire,Aucun,Hivernage,Céréale,0,0,1107.4978872032082
363.1391831932018,450,2.129368692547059,6,Sablonneux,Gravitaire,Minéral NPK,Hivernage,Céréale,0,0,1279.4453728694332
575.9771388776772,450,0.5,5,Deck-Dior,Aucune,Organique,Hivernage,Céréale,0,0,1267.716255877764
607.7976069593255,450,2.3452213514086755,5,Deck,Aucune,Mixte,Hivernage,Céréale,0,0,1402.8245765700517
417.42138456983,450,1.623021865732715,6,Sablonneux,Aspersion,Aucun,Hivernage,Céréale,0,0,1159.5264499569266
573.0587658918292,450,2.5650858902346827,6,Deck-Dior,Aucune,Aucun,Hivernage,Céréale,0,0,860.6811877821312
558.7313077668999,450,1.972163783513679,6,Deck-Dior,Aucune,Mixte,Hivernage,Céréale,0,0,2016.4881594888334
378.55445532540654,450,4.910188558288194,5,Sablonneux,Aspersion,Aucun,Hivernage,Céréale,0,0,1006.8009541998788
603.6681040522425,450,1.822446086176631,7,Dior,Aucune,Minéral NPK,Hivernage,Céréale,0,0,1216.3746545068157
634.1176789552352,450,1.1693821905716384,6,Deck,Aucune,Minéral NPK,Hivernage,Céréale,0,0,1381.0881830757817
712.4576864762915,450,1.8181836394012876,6,Deck,Aucune,Minéral Urée,Hivernage,Céréale,0,0,1090.0319448616415
708.0703078052354,450,2.5462926110106174,6,Dior,Aspersion,Mixte,Hivernage,Céréale,0,0,1921.3988779143524
343.34959480643636,450,1.714442673804363,6,Sablonneux,Aucune,Mixte,Hivernage,Céréale,0,1,1067.7586719789272
409.3262440127316,450,1.7031395687530317,6,Deck,Aucune,Aucun,Hivernage,Céréale,0,1,645.5541889914641
627.255290081299,450,0.9402651676582936,7,Sablonneux,Aucune,Minéral Urée,Hivernage,Céréale,0,0,841.5953800049999
627.0678926368313,450,0.9701343285408848,6,Sablonneux,Aucune,Minéral NPK,Hivernage,Céréale,0,0,1249.8957006012527
627.2571529459071,450,0.5368244120100943,6,Deck-Dior,Aucune,Minéral NPK,Hivernage,Céréale,0,0,1360.0273126402076
1127.909723598208,450,6.683630945217838,7,Dior,Aucune,Aucun,Hivernage,Céréale,0,0,1310.2339062258736
635.633576603975,450,0.6095156897972142,6,Sablonneux,Aucune,Minéral NPK,Hivernage,Céréale,0,0,1027.4279317072621
720.3348460270898,450,0.947125038352761,5,Latéritique,Aucune,Mixte,Hivernage,Céréale,0,0,1652.5410660972977
693.1002645239803,450,0.92799789691364,5,Dior,Gravitaire,Mixte,Hivernage,Céréale,0,0,1725.338421125697
647.7086876958697,450,3.3734619487208546,5,Deck,Aucune,Organique,Hivernage,Céréale,0,0,1125.674580284422
502.7096133039482,450,1.3021806176079282,6,Deck-Dior,Gravitaire,Aucun,Hivernage,Céréale,0,0,1181.6409510055323
663.8453830739901,450,4.473600914948316,6,Deck,Aucune,Organique,Hivernage,Céréale,0,0,873.635105481051
434.0762178193642,450,0.9619502937065249,5,Deck,Aucune,Minéral Urée,Hivernage,Céréale,0,1,667.5785501461198
514.4772089889987,450,2.0610083014582714,7,Dior,Aucune,Minéral NPK,Hivernage,Céréale,0,0,1427.6140502855962
477.19546782563447,450,0.8451191610206897,6,Deck,Aucune,Organique,Hivernage,Céréale,0,0,1145.8085448609584
562.2811209079484,450,9.171669238173967,6,Sablonneux,Gravitaire,Aucun,Hivernage,Céréale,0,0,1197.6051656318457
897.1987850010263,450,0.6375779498030267,6,Deck,Aucune,Organique,Hivernage,Céréale,0,0,910.0266965020226
269.9102211112378,450,2.1124672310114168,6,Deck-Dior,Aucune,Organique,Hivernage,Céréale,0,1,459.70917044785426
652.939028556177,450,2.7374354220500887,5,Deck-Dior,Aucune,Mixte,Hivernage,Céréale,0,0,1572.0683863092752
308.09261932155226,450,2.2957033748233777,6,Latéritique,Aucune,Minéral NPK,Hivernage,Céréale,0,1,829.5950694459464
479.21022013158495,450,1.4215813416786394,7,Deck-Dior,Aucune,Organique,Hivernage,Céréale,0,0,855.1326050704062
713.3425895451049,450,1.4860824662498564,6,Deck,Aucune,Organique,Hivernage,Céréale,0,0,919.2139490055064
559.6420028643195,450,1.7075322124970642,6,Deck-Dior,Aucune,Aucun,Hivernage,Céréale,0,0,929.986178207284
388.3382833106041,450,1.4657959400146015,6,Dior,Aucune,Mixte,Hivernage,Céréale,0,1,653.1439615702153
